val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_auroc,val_avg_precision,val_true_positives,val_false_positives,val_true_negatives,val_false_negatives,epoch,step,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,train_auroc,train_avg_precision,train_true_positives,train_false_positives,train_true_negatives,train_false_negatives,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_auroc,test_avg_precision,test_true_positives,test_false_positives,test_true_negatives,test_false_negatives
,,,,,,,,,,,10,4245,0.4222078323364258,0.8108808398246765,0.808246910572052,0.8145078420639038,0.7721895575523376,0.9098735451698303,nan,2.4326424598693848,0.5673575401306152,2.4326424598693848,0.5673575401306152,,,,,,,,,,,
0.7184551954269409,0.6549058556556702,0.019583744928240776,0.04281466826796532,0.025601018220186234,0.050128839910030365,nan,0.04459861293435097,2.038057565689087,3.8844399452209473,0.03211100026965141,11,4631,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,4631,0.3605985641479492,0.8497409224510193,0.8439983129501343,0.847538948059082,0.815716028213501,0.9346215724945068,nan,2.56217622756958,0.4637305736541748,2.536269426345825,0.4378238320350647,,,,,,,,,,,
1.1356127262115479,0.5052527189254761,0.017898909747600555,0.054112982004880905,0.02610788121819496,0.0483894869685173,nan,0.055896926671266556,2.9470763206481934,2.975421190261841,0.020812686532735825,12,5017,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,12,5017,0.3075675964355469,0.8730570077896118,0.8557426929473877,0.8588516116142273,0.8337849378585815,0.950892448425293,nan,2.619170904159546,0.38082900643348694,2.619170904159546,0.38082900643348694,,,,,,,,,,,
1.0610620975494385,0.5188305377960205,0.019226957112550735,0.052329037338495255,0.02671668864786625,0.0483894869685173,nan,0.054112982004880905,2.863825559616089,3.0586719512939453,0.022596631199121475,13,5403,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,13,5403,0.289241224527359,0.8803972601890564,0.8761658668518066,0.8682212829589844,0.8473767042160034,0.9477980732917786,nan,2.6295337677001953,0.3471502661705017,2.6528496742248535,0.37046632170677185,,,,,,,,,,,
0.9510083198547363,0.5717542171478271,0.01849355734884739,0.0469772033393383,0.025465095415711403,0.047244783490896225,nan,0.04876114800572395,2.5409317016601562,3.381565809249878,0.027948463335633278,14,5789,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,14,5789,0.2254539281129837,0.9183937907218933,0.9089378714561462,0.905699610710144,0.8919153809547424,0.9555627107620239,nan,2.748704671859741,0.23834197223186493,2.761657953262329,0.2512953281402588,,,,,,,,,,,
0.806389331817627,0.6306243538856506,0.019682852551341057,0.04459861293435097,0.02620416134595871,0.047482650727033615,nan,0.04638255760073662,2.1853320598602295,3.7371654510498047,0.030327055603265762,15,6175,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,15,6175,0.2135864645242691,0.9136441946029663,0.903583824634552,0.9062177538871765,0.8879310488700867,0.9710276126861572,nan,2.743523359298706,0.26165804266929626,2.738342046737671,0.25647667050361633,,,,,,,,,,,
0.7914534211158752,0.6571853160858154,0.017433101311326027,0.041030723601579666,0.023330029100179672,0.047467783093452454,nan,0.04281466826796532,2.0223984718322754,3.900099039077759,0.033894944936037064,16,6561,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,16,6561,0.19884531199932098,0.9222797751426697,0.9022021889686584,0.9066925048828125,0.8879478573799133,0.9399250745773315,nan,2.7720208168029785,0.23834197223186493,2.761657953262329,0.22797927260398865,,,,,,,,,,,
1.1942481994628906,0.5331020951271057,0.017076311632990837,0.04816650226712227,0.0242588110268116,0.046129826456308365,nan,0.04995044693350792,2.774033784866333,3.148463726043701,0.02675916813313961,17,6947,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,17,6947,0.17623908817768097,0.9399827122688293,0.9281952381134033,0.9317789077758789,0.9177883863449097,0.973416805267334,nan,2.8290154933929443,0.18911917507648468,2.8108808994293213,0.17098446190357208,,,,,,,,,,,
0.8358044028282166,0.6664023995399475,0.018662041053175926,0.03954410180449486,0.024122895672917366,0.04696233198046684,nan,0.041030723601579666,1.9653122425079346,3.9571852684020996,0.035678889602422714,18,7333,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,18,7333,0.149069145321846,0.9512090086936951,0.9368739128112793,0.9375216364860535,0.9261646270751953,0.9596646428108215,nan,2.849740982055664,0.1424870491027832,2.857512950897217,0.15025906264781952,,,,,,,,,,,
1.0756382942199707,0.6195243000984192,0.01853320188820362,0.04549058526754379,0.025184763595461845,0.04755697399377823,nan,0.0469772033393383,2.2525272369384766,3.6699702739715576,0.02973240800201893,19,7719,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,19,7719,0.14109866321086884,0.9455958604812622,0.9429620504379272,0.9384714961051941,0.9288387298583984,0.9722221493721008,nan,2.8290154933929443,0.15544041991233826,2.844559669494629,0.17098446190357208,,,,,,,,,,,
,,,,,,,,,,,20,7720,,,,,,,,,,,,1.0704740285873413,0.6238515973091125,0.018579965457320213,0.041744716465473175,0.024547317996621132,0.04712335020303726,nan,0.04227990284562111,2.2221033573150635,3.700562000274658,0.03425207361578941
